"synthetic_age","synthetic_always_lonely","synthetic_baseline_wellbeing","synthetic_community_cohesion","synthetic_eth_minority","synthetic_financial_crisis","synthetic_health_condition","synthetic_imd_decile_2019","synthetic_income_decrease","synthetic_lonely","synthetic_sex","synthetic_wave_1","synthetic_wave_4","synthetic_Weights"
81,4,0,7,0,0,1,"3",0,1,0,1,0,1.18577343980467
59,3,0,19,0,1,0,"4",0,0,0,2,1,0.883237207540479
19,2,0,19,0,1,0,"7",1,1,0,1,1,1.25807647881632
26,0,9,12,0,0,1,"8",1,1,1,6,11,0.921906357694091
28,2,1,18,0,1,0,"10",1,0,0,6,0,0.780566354654729
20,1,6,20,0,1,0,"8",0,1,0,1,0,1.06811008768389
91,2,10,12,0,1,1,"8",1,0,1,3,3,0.747046902900232
37,1,0,17,0,1,1,"7",1,1,0,2,1,1.6702788040507
34,0,0,19,0,1,1,"7",0,1,0,0,1,0.724780985216968
49,3,1,17,0,1,1,"6",1,0,0,1,4,0.953486950523304
52,0,1,12,1,0,1,"9",0,0,1,1,0,1.29466187654994
89,0,1,15,0,1,1,"3",0,0,0,0,0,2.87735716723408
77,1,0,9,0,1,1,"7",0,0,1,1,0,0.976681974243557
89,3,0,12,0,1,0,"7",0,0,1,0,0,1.04912719308509
83,0,3,6,0,1,0,"9",1,0,1,0,0,0.922793391397807
39,3,0,8,0,0,0,"2",0,1,0,3,0,1.41514578098028
47,3,12,19,0,0,0,"8",0,0,1,8,12,0.579569413376897
36,2,0,8,1,0,1,"5",0,1,1,2,1,1.16679809826723
89,1,0,7,0,1,0,"6",0,1,1,1,1,0.840875674272957
29,0,2,13,0,0,0,"8",1,0,1,1,2,0.785080302219472
59,4,9,5,0,1,1,"8",0,1,1,11,11,0.73390104496604
51,2,12,7,-99,0,0,"7",1,0,1,5,0,1.18566059626981
89,3,1,16,0,1,1,"7",1,0,0,0,0,1.21833350798492
68,2,0,13,0,1,1,"10",0,0,1,2,0,0.901078008854464
66,4,1,6,0,0,0,"10",1,1,0,1,0,0.692012470696686
82,4,2,13,0,1,0,"1",1,1,1,10,7,1.57042285814927
84,4,0,5,0,0,1,"2",0,1,0,1,1,1.3424370007284
41,1,0,18,0,1,0,"8",1,1,0,0,1,2.44511230412748
49,0,1,5,0,0,0,"10",0,1,0,0,0,1.30986167142023
79,3,0,20,0,1,1,"9",1,1,1,0,0,0.972669993360118
70,4,1,5,0,0,1,"9",1,0,0,1,0,0.877205818829008
86,2,1,12,0,1,0,"9",0,1,1,6,0,1.09185895436247
62,4,10,10,0,1,0,"7",1,1,1,11,10,1.26807355196422
55,1,8,11,1,1,0,"2",1,1,0,11,11,0.842543048955085
80,2,11,7,0,1,1,"2",1,1,1,6,3,0.599875045910999
30,3,2,4,0,0,0,"3",0,1,0,9,3,0.720863072470739
59,3,9,16,0,0,1,"3",0,1,1,5,11,0.658764834561915
63,3,1,7,0,1,1,"9",0,0,1,1,2,0.841015161219055
42,2,0,14,0,0,0,"4",0,1,1,2,1,1.18334830773755
54,4,1,14,0,1,1,"10",0,1,1,12,12,0.927030166517523
82,4,10,19,0,1,1,"9",0,0,1,8,11,0.595739125413664
48,4,12,12,0,1,0,"1",0,1,0,12,9,0.863730815292709
89,0,1,17,0,1,1,"9",1,1,1,2,1,0.997471754971309
80,1,0,17,0,1,1,"9",1,0,0,0,3,1.23842008175301
51,4,0,16,0,1,1,"9",1,1,1,9,2,1.0981266309035
76,2,0,16,0,1,1,"9",1,0,1,0,0,0.800496964348208
23,2,0,16,0,0,1,"8",0,0,1,1,0,1.40326434731424
36,3,1,14,0,0,0,"3",0,1,1,0,1,1.14429133832076
36,0,0,6,0,0,0,"5",0,0,1,0,0,0.972574052195365
91,3,0,16,0,1,1,"10",0,1,1,0,0,1.19490741734261
67,4,0,4,0,1,1,"2",0,1,1,3,0,0.647658605845894
17,1,1,9,0,0,0,"5",1,1,1,4,3,0.837162969226845
29,4,0,9,0,0,1,"5",0,1,0,3,0,0.635387501442013
89,1,2,11,0,1,1,"6",1,0,0,4,0,0.674809712741391
29,2,11,19,0,1,0,"7",0,0,0,2,11,0.591109845744803
90,3,1,20,0,1,0,"7",1,0,0,0,2,0.905504271781685
25,1,0,6,0,0,1,"10",0,1,0,3,1,0.919314825430285
61,4,3,6,0,1,0,"4",1,0,1,4,5,0.381301311623827
41,1,0,10,1,0,1,"5",0,0,1,1,0,0.804357153840717
35,2,0,20,1,1,0,"4",1,0,0,0,0,2.54818213133461
89,3,0,13,0,1,0,"6",1,0,1,0,0,1.3512725878907
62,0,3,5,1,0,1,"4",0,0,1,0,1,0.80770917601971
77,4,0,20,0,1,0,"8",1,0,1,1,1,0.893352675335648
49,1,4,17,0,0,0,"10",0,0,1,0,2,0.942418925354875
22,2,11,6,0,0,1,"6",0,0,1,8,10,0.54656414698299
31,1,1,11,1,0,1,"3",1,1,1,3,0,0.811507682071118
20,3,0,18,0,0,1,"8",0,1,1,2,0,0.824422945536664
65,4,7,16,0,1,0,"8",1,1,1,11,6,0.742078585744504
36,2,1,10,1,0,1,"8",0,0,0,0,0,1.52038006354759
20,3,10,11,0,0,1,"2",1,1,1,9,12,1.04627688510061
90,4,0,7,0,0,1,"6",0,0,0,0,0,0.663595058879714
54,0,1,16,0,1,0,"10",1,0,0,2,2,1.05846811768766
86,0,0,6,0,0,1,"10",0,0,0,0,0,0.959660770092416
32,2,11,20,-99,1,0,"7",0,0,1,3,1,0.680511613525652
33,2,0,19,0,1,1,"3",0,0,0,0,0,0.630083911670868
82,2,0,5,0,0,1,"9",0,0,0,0,1,1.65477919287962
83,4,1,9,0,0,1,"10",0,0,0,3,0,0.879648495259444
34,3,1,12,0,0,0,"10",0,1,0,2,6,0.444590699578328
44,2,0,20,0,1,1,"10",0,0,0,0,2,0.860491584217488
43,2,12,12,0,1,0,"10",1,1,0,11,6,0.379601231579199
62,0,0,6,0,1,1,"9",1,0,1,0,0,0.994521476693761
88,4,9,17,0,1,1,"7",0,0,0,2,1,0.675446881377953
70,4,2,5,0,1,0,"10",0,1,1,6,1,1.01043837494629
47,3,10,16,0,0,1,"4",0,0,1,4,1,0.709887776405381
90,1,1,8,0,1,0,"8",0,1,1,5,5,0.778868504348793
74,4,0,14,0,1,0,"2",1,1,1,5,2,1.12204433142777
39,3,1,14,0,0,1,"1",0,0,1,0,0,0.703548513499268
33,0,1,9,-99,1,0,"10",1,1,0,5,0,0.87597917174791
53,4,0,17,0,1,1,"8",1,1,1,2,0,1.38161325189885
26,4,1,19,0,0,0,"5",0,1,1,5,1,0.789346628933703
39,3,4,6,0,0,0,"8",1,1,0,4,0,1.03744947271552
30,0,1,5,1,0,1,"6",0,0,0,2,0,1.83299772645985
25,0,0,7,0,0,0,"6",0,1,0,0,0,1.13507094282166
82,2,0,6,0,1,0,"4",1,0,1,6,4,0.474778510802528
58,3,8,19,0,0,1,"5",0,1,1,7,10,0.904373019298367
74,3,0,10,0,0,1,"8",0,0,0,0,0,1.15043982437308
32,3,8,10,0,1,1,"3",1,1,0,10,2,0.835220815562503
24,0,1,4,0,0,1,"4",0,1,0,0,2,0.925748323306856
26,1,0,16,0,0,0,"7",1,1,1,3,1,1.88833506685146
92,4,6,14,0,1,1,"4",1,0,1,3,1,0.597336540423351
86,4,5,13,0,1,0,"4",1,0,0,3,1,0.323691013344414
51,2,1,6,0,0,0,"4",0,1,0,2,3,0.85412775364684
19,4,0,16,0,1,1,"4",1,1,0,8,1,0.957202904777713
42,0,0,11,0,0,0,"8",0,0,1,2,1,0.306436084803505
17,0,1,16,0,0,1,"8",1,0,1,0,0,0.862801974684961
87,2,1,19,0,1,0,"9",0,0,0,1,3,0.791622477410879
28,0,0,18,0,0,1,"10",0,1,1,1,0,1.1358662049019
58,3,12,7,0,1,1,"8",1,1,1,7,3,0.686209115318429
26,0,0,7,1,0,1,"8",0,0,1,5,4,0.996131019899367
43,1,2,7,0,0,0,"9",0,1,0,1,4,1.15902728830592
73,2,1,15,0,1,0,"10",1,1,1,3,3,1.32386012007595
17,0,2,10,0,0,0,"5",1,1,1,9,10,0.625874313603405
52,3,2,7,0,0,0,"3",0,1,0,2,1,1.19104445146453
62,3,1,5,0,0,0,"2",0,1,0,4,0,0.629661747742706
31,4,0,11,0,0,0,"7",0,1,0,1,2,0.776594437305605
74,1,8,12,0,1,1,"8",1,0,0,9,3,0.586651672224785
88,4,0,8,0,0,1,"7",0,0,0,0,1,1.87368388714949
72,3,0,6,0,0,1,"7",1,0,0,0,0,0.529040699618848
17,1,1,19,0,0,1,"3",1,0,1,2,9,0.863898014035187
39,1,0,17,0,0,1,"3",0,0,1,0,0,0.859437966338862
85,1,0,15,0,1,0,"10",1,0,1,1,0,0.990155037612898
76,3,1,10,0,1,1,"8",0,0,1,1,0,1.35049655296577
91,2,0,14,0,1,1,"2",1,0,0,0,0,1.4462845243214
43,3,0,12,0,1,0,"8",1,1,1,7,0,0.763094561868595
87,3,0,15,0,1,0,"3",1,0,0,0,0,0.678850768993142
49,1,1,7,0,0,0,"10",0,0,0,1,0,1.11911337410456
79,4,0,17,0,1,0,"5",1,1,1,3,0,0.990789538480383
65,4,1,6,0,1,0,"10",0,0,1,2,0,1.17273101444327
25,3,2,6,0,0,0,"6",1,1,0,5,0,0.834086714874787
81,1,2,12,0,1,1,"1",1,1,0,0,0,1.98589992138055
46,-99,2,19,0,1,0,"1",0,1,1,12,1,2.13111805027636
69,3,0,7,0,1,0,"6",1,0,1,2,2,0.98841109396844
34,0,0,16,0,0,0,"7",1,0,1,0,0,1.06289583617016
19,3,1,-99,1,1,1,"9",1,1,0,2,1,1.37042977992441
77,2,0,6,0,0,1,"8",0,0,0,0,1,1.67323296694414
32,3,0,8,0,1,1,"10",1,1,1,10,8,0.739970116701928
73,2,0,11,0,1,1,"8",0,0,1,1,0,0.627559014589084
54,1,0,18,0,0,1,"1",0,0,1,0,0,1.5067323228584
87,4,8,11,0,1,0,"7",1,0,1,2,1,0.939389659016103
37,2,1,5,0,0,0,"5",0,1,0,2,2,0.614268010704533
60,1,0,17,0,1,1,"1",0,1,0,0,0,1.05367208352953
66,0,4,13,1,0,1,"2",1,0,1,1,0,0.78183795867296
51,1,12,16,0,1,0,"10",1,1,0,0,0,0.798596560105148
80,2,1,12,0,1,0,"4",1,0,1,1,0,1.13863569284767
57,0,4,18,0,0,0,"6",0,0,1,0,0,0.694466097850057
30,2,0,15,0,0,0,"7",0,0,1,3,2,1.25569580719793
69,0,12,14,0,0,0,"7",0,0,1,6,6,0.554039043296898
50,1,4,15,0,1,1,"2",0,1,0,4,2,0.970974187350559
61,1,2,13,0,1,0,"2",1,1,0,3,11,1.09937293655498
36,2,2,8,0,0,0,"9",0,1,0,2,0,0.902065787111071
38,0,1,9,0,0,0,"6",0,1,1,0,3,0.829584253292069
87,4,0,7,-99,0,0,"5",0,0,0,1,1,0.801113237338804
39,4,2,8,0,0,1,"8",0,0,0,0,0,0.364713587659953
27,1,6,15,0,0,0,"8",1,1,1,9,8,0.645525044967295
45,1,6,5,0,0,0,"10",0,0,0,6,10,0.333890436688407
50,4,0,12,0,1,1,"8",1,0,1,2,0,1.03104189669465
36,1,0,4,0,0,1,"8",1,0,0,0,1,1.33318626130506
62,2,3,5,1,0,0,"3",0,1,0,0,0,0.616465547497677
89,0,0,12,0,1,0,"9",1,0,1,0,0,1.02600883652703
56,4,3,6,0,0,1,"9",1,1,0,4,0,0.717303898846951
29,3,0,10,0,0,0,"8",0,1,0,0,0,1.17115867650118
82,3,1,12,0,1,1,"9",0,1,1,1,2,0.53806548728446
49,4,5,4,0,0,0,"7",0,1,0,6,3,0.489967479953557
19,4,4,20,0,0,1,"8",0,0,1,5,2,0.892784185019785
49,1,3,16,0,1,0,"5",1,0,0,2,0,0.803658329495684
75,1,0,16,0,1,1,"8",1,0,0,0,2,1.12095144848566
81,4,1,4,0,1,1,"3",0,1,1,5,1,1.42494591469638
67,1,2,19,0,0,0,"4",0,0,1,0,1,1.06434280970335
55,4,1,14,0,1,0,"7",1,1,1,7,2,1.50276444145676
91,3,1,16,0,1,1,"4",1,0,0,1,1,0.892809000286111
25,3,5,14,0,1,0,"2",0,1,0,9,4,0.912299733772045
88,4,11,11,0,1,1,"6",1,1,0,12,11,0.623188868726966
56,0,3,12,0,0,0,"6",0,0,1,0,0,0.635190016779901
37,3,7,10,0,0,0,"9",0,0,0,0,3,0.5883118049189
89,0,0,7,0,1,0,"4",1,0,1,1,2,0.452267478617422
72,1,0,11,0,1,1,"9",1,0,1,2,0,0.711540727640277
65,1,0,6,0,0,0,"6",0,0,0,0,1,0.842495618220751
39,3,2,6,1,0,0,"2",0,1,0,4,0,0.814335479894834
65,3,1,9,0,1,1,"6",1,1,1,3,0,0.954450510581411
58,1,3,15,0,1,0,"1",0,1,0,4,0,0.904294940390164
28,1,0,6,0,0,1,"3",0,0,1,0,0,1.1655376657751
41,2,0,20,0,1,1,"8",1,1,0,1,0,0.495312403940152
62,1,0,5,0,1,1,"8",0,0,1,1,0,0.888122981189678
38,3,1,14,0,1,0,"10",1,1,1,7,3,0.652745346401294
33,1,0,7,0,0,0,"8",0,1,0,0,1,0.641361624984238
78,4,3,6,0,0,1,"8",0,0,0,1,0,1.18965856368171
76,0,0,20,0,0,0,"1",0,0,1,2,12,1.36371436192333
31,3,9,-99,1,0,0,"5",1,0,1,0,0,0.811092097655339
19,1,0,14,0,0,1,"8",0,0,1,0,0,1.02017418471322
52,0,2,18,0,1,1,"8",0,0,0,2,0,1.76308866741532
45,3,0,7,0,0,1,"9",0,1,0,5,3,1.32333611989592
55,1,0,5,0,1,1,"8",1,1,1,0,0,0.769886804848111
45,0,5,6,0,0,0,"10",0,0,1,2,1,0.700426607808055
22,4,2,7,0,1,1,"8",1,1,1,10,3,0.719918044082859
42,4,1,20,0,1,1,"9",1,0,0,1,0,0.877613092776551
52,0,2,18,0,1,1,"9",0,0,0,0,0,1.34652686695687
77,2,10,12,0,1,1,"7",0,0,0,9,5,0.476804474753259
34,2,12,14,0,1,0,"3",0,1,0,10,6,0.860834788859549
60,0,0,17,1,0,0,"5",1,0,1,0,0,1.15783065901583
84,0,0,19,0,1,1,"9",1,1,1,1,1,0.925144667585067
57,0,4,19,-99,0,0,"3",1,0,1,0,0,1.8099073044866
80,1,0,18,0,1,1,"8",1,0,1,1,0,1.3195541235055
70,1,2,15,0,1,1,"5",1,1,1,10,12,0.932605800356271
23,1,0,13,0,0,0,"4",0,1,1,4,4,0.946862769279817
87,1,3,9,0,1,0,"7",1,0,1,1,0,0.610424765704834
31,4,0,14,0,0,0,"4",0,0,1,1,0,1.13369571526853
66,0,4,12,1,0,0,"4",1,0,1,0,2,0.514288247061658
69,4,0,15,0,1,1,"5",1,1,1,4,2,1.42155985521604
53,2,1,17,1,0,0,"10",0,1,1,3,0,0.983517980162814
28,4,7,20,0,0,1,"5",1,1,1,3,0,0.750110126563593
29,0,3,15,0,1,0,"7",1,0,0,0,1,0.408539705527706
23,2,1,4,0,0,0,"5",1,1,0,2,3,0.868729636896444
78,0,1,5,0,1,0,"3",1,0,1,1,2,1.46627146829207
83,3,2,13,0,1,1,"10",0,1,1,2,1,1.22159696701965
80,0,0,14,0,1,0,"5",1,1,0,1,2,0.859811626250813
80,4,12,7,0,1,1,"7",1,0,1,6,0,1.06352800950511
51,0,0,9,1,0,0,"7",0,0,1,1,1,0.935748079725656
75,3,0,5,0,1,1,"5",0,0,1,2,1,0.919071534329386
35,1,1,17,0,1,1,"9",1,0,0,2,0,0.935288404102412
86,0,0,16,0,1,1,"9",1,0,1,1,3,0.515080100352511
56,0,0,16,1,0,1,"7",0,1,1,2,2,0.696654407550676
49,4,1,7,0,1,1,"10",0,0,1,5,2,0.763804643399296
62,2,3,14,0,1,1,"10",1,1,1,2,0,0.476514955187146
63,2,1,19,0,1,1,"5",0,0,0,1,1,0.821219085785994
66,2,1,19,0,1,0,"7",1,0,0,0,0,0.830556044110758
29,3,1,20,0,0,0,"2",1,1,1,3,0,1.21153811999737
87,3,0,18,0,1,1,"1",0,0,0,0,1,0.792057528666249
55,0,0,15,0,0,1,"3",0,1,1,3,0,1.3561483927965
63,2,0,16,0,1,0,"6",1,1,0,12,9,0.600683765962107
18,3,0,15,1,0,1,"5",1,1,1,4,5,0.943920353805675
57,0,1,11,0,0,1,"3",0,0,1,1,1,0.778638294461387
41,2,0,18,0,0,0,"5",0,0,1,0,1,1.46465451393436
66,3,2,7,1,1,0,"8",1,1,1,11,7,1.17348163561523
19,3,3,11,-99,0,0,"6",0,0,0,2,0,1.41127276034184
50,4,0,10,0,1,1,"9",0,1,1,10,8,0.744610362681102
85,2,2,11,0,1,1,"8",0,1,1,2,1,0.726301688819755
92,1,0,8,0,1,1,"6",0,0,1,0,0,1.09730160197779
27,1,0,9,1,0,1,"7",0,0,0,1,1,0.941036005724244
79,2,1,4,0,0,1,"9",1,0,0,1,1,1.19207917352846
92,4,1,16,0,1,1,"3",1,0,0,2,0,1.9032524267918
90,4,1,10,0,0,0,"7",0,0,0,1,0,0.637898938339512
23,4,6,10,1,0,0,"10",0,1,1,8,8,0.658243896984787
92,1,0,10,0,1,1,"8",0,0,1,0,1,1.33449399632217
64,4,1,8,0,0,0,"6",0,0,0,0,1,0.987225909628273
66,0,0,7,0,1,1,"2",1,1,1,0,1,0.918410883005217
84,1,0,16,0,1,0,"7",1,1,1,0,0,2.31566417875809
24,1,0,20,0,1,0,"9",1,0,0,0,1,1.41499824355151
70,3,8,15,0,1,0,"3",0,1,0,8,12,0.500351140001072
79,3,0,20,0,1,1,"9",1,0,0,0,0,1.75161108967239
71,3,0,6,0,0,0,"6",0,1,0,0,0,1.30222125043457
90,0,1,11,0,1,1,"4",1,1,0,2,1,0.962462861331943
25,2,1,4,0,0,1,"5",0,1,0,12,12,0.756464096421061
81,0,2,13,1,0,0,"3",1,0,1,0,0,0.764271020068243
40,4,10,15,0,1,1,"5",0,1,0,11,8,0.442391301042447
23,0,9,12,1,1,1,"2",0,1,0,9,11,0.756387880850181
82,4,1,4,0,1,0,"7",0,0,1,6,6,0.570666547978292
76,4,1,-99,0,1,0,"2",0,0,0,1,0,2.5275780942185
91,0,0,15,0,1,1,"5",0,0,0,0,0,0.793720452605176
52,0,1,15,1,0,0,"6",1,1,1,2,3,1.17567345084443
76,3,1,19,0,1,1,"10",0,1,0,1,3,0.75277993182359
42,4,1,10,0,0,0,"10",1,1,0,0,0,0.810455610065429
66,3,10,5,1,0,1,"5",0,0,0,0,0,1.02158821605876
87,2,8,10,0,1,1,"7",0,0,1,4,4,0.589100464422932
82,1,0,20,0,1,1,"9",0,0,0,1,2,0.739744460766638
57,4,0,19,0,1,1,"6",1,0,0,0,0,1.31142438873226
19,3,1,19,0,0,0,"2",1,1,1,7,7,0.8402562543567
86,2,2,16,0,1,0,"8",1,1,1,3,0,1.22929222078417
21,4,1,8,0,1,1,"4",1,1,1,11,4,0.650521579475358
17,4,2,7,0,0,1,"7",1,1,0,4,0,0.960046225810376
22,2,0,11,0,0,0,"10",0,1,0,1,1,1.43621685783155
71,1,1,8,0,1,1,"2",0,1,0,12,7,0.340946451594416
44,1,2,4,1,0,0,"7",0,0,1,0,0,1.41070290082256
56,1,1,6,0,0,0,"8",0,1,0,1,0,2.31022094339243
73,2,2,17,0,1,1,"10",1,0,1,4,2,1.05454306380131
65,1,6,10,0,1,1,"4",1,0,0,6,12,0.685811997574218
53,4,4,20,0,1,0,"2",0,0,0,1,1,0.80183467212047
49,0,6,14,0,1,0,"10",0,0,0,10,11,0.469268289139236
38,1,2,17,0,1,1,"9",1,1,0,6,12,0.590832013903611
42,3,0,16,0,1,1,"5",1,1,0,4,1,0.680217092582456
90,4,0,11,0,1,0,"2",0,1,1,6,4,0.763542559900691
26,1,0,5,0,0,1,"1",0,1,1,0,0,0.886233413532994
79,4,0,20,0,1,0,"8",1,1,0,0,5,0.786795636669045
74,2,3,11,0,1,0,"5",1,1,0,12,12,0.61722424467853
60,0,1,9,0,1,1,"9",1,0,1,2,1,0.702512553603479
58,2,1,19,0,1,0,"7",1,0,0,1,0,2.26411908825862
28,4,9,7,0,0,1,"1",0,0,1,5,3,1.41263390105852
90,3,4,10,0,1,0,"9",0,1,1,1,0,1.11192797790639
23,3,0,-99,0,0,1,"7",0,0,0,0,0,0.613433435157743
80,4,0,8,0,0,0,"10",1,0,0,2,2,0.7742342256049
80,2,0,9,0,1,0,"10",0,1,1,3,0,1.17570818270991
77,4,0,8,0,1,1,"3",0,1,1,3,2,0.782832458947516
44,1,0,13,0,0,0,"7",0,1,1,0,0,1.05552996854831
85,1,0,20,0,1,1,"10",1,0,1,1,0,0.840629128027508
37,0,0,14,1,0,0,"10",1,0,1,0,0,1.24494550530079
88,2,0,15,0,1,1,"5",1,0,0,0,2,1.67271532735067
84,1,7,12,0,1,1,"6",1,1,0,9,8,0.624326446693088
27,2,7,15,-99,0,0,"6",0,0,1,0,3,1.0705373686446
77,2,3,13,1,0,0,"6",0,1,1,0,0,1.20702071118698
58,4,0,-99,1,0,0,"8",0,1,0,0,2,0.662783094861877
85,4,1,10,0,1,0,"2",1,1,1,3,0,0.729112515286658
84,3,1,11,0,1,1,"7",0,0,1,1,1,1.04778976823906
48,0,0,13,0,0,0,"4",0,0,1,1,0,1.19079527961205
35,0,0,8,1,0,1,"3",1,0,1,0,0,1.38723683092879
80,1,0,15,0,1,1,"8",1,1,1,0,1,0.812022124623887
31,0,2,11,0,0,0,"7",0,1,1,0,2,0.980937882425314
23,2,0,14,0,1,0,"2",1,1,0,11,9,1.08193080655025
92,0,0,14,0,1,0,"9",0,1,0,0,0,1.10711006015876
86,2,2,17,0,1,1,"10",0,0,0,3,0,0.69937817420446
21,2,0,16,0,0,0,"6",1,0,1,1,0,0.655965003440961
20,0,0,18,1,1,1,"6",1,0,0,2,0,1.70547045413512
40,2,0,16,0,0,0,"6",0,1,1,1,0,1.34008272813642
39,2,0,5,1,0,0,"3",1,0,1,2,0,0.890417865972308
28,4,0,12,0,1,1,"10",1,1,1,5,1,1.49888528141594
89,1,0,12,0,1,1,"7",1,1,0,4,1,1.18134711549093
29,1,0,17,0,1,1,"7",1,1,0,4,2,0.703281706823431
31,3,1,-99,0,0,1,"8",1,1,1,12,2,0.889221388635474
81,3,12,7,1,1,0,"6",1,1,1,7,11,0.873336687156162
34,1,0,5,0,0,1,"6",0,1,0,0,1,1.52579167876303
47,3,4,15,0,1,0,"6",1,1,0,4,10,1.37596183992223
44,2,0,4,0,1,1,"4",1,1,1,11,9,0.958736533257819
36,1,0,18,0,1,1,"4",0,0,0,0,0,0.959723519670245
85,1,1,17,0,1,1,"8",0,0,0,3,0,1.1609756951525
29,0,2,6,0,0,1,"9",0,0,1,0,0,0.949001044796531
85,2,0,16,0,1,1,"2",0,0,0,2,1,1.50246575094069
47,4,0,5,0,1,1,"5",1,1,1,3,1,1.18324670431167
52,4,0,-99,-99,1,1,"7",0,1,1,12,4,0.60710851210048
50,3,2,7,0,0,1,"6",0,1,0,2,0,2.00316469997711
63,3,0,6,0,1,0,"9",0,0,1,2,1,1.24556229510444
22,2,1,17,0,1,0,"8",0,1,0,12,11,1.36932338070412
35,0,0,20,0,0,1,"2",1,0,1,1,0,1.14305451259472
35,2,0,10,0,0,0,"8",0,0,0,0,0,0.973940206439822
23,0,2,10,0,0,0,"8",1,1,1,1,0,0.510646936390612
20,3,0,10,0,0,0,"5",0,1,0,0,0,0.66685313586028
49,1,2,5,0,0,0,"8",1,0,0,2,1,0.483279326957334
75,1,0,-99,0,0,1,"9",1,0,0,0,1,1.14207378070624
81,1,0,10,0,1,1,"8",0,0,1,2,0,0.946619560829936
26,1,1,5,0,0,0,"8",0,0,0,4,1,1.05025793345371
35,4,1,19,0,1,1,"3",0,1,0,4,3,1.60831977007037
30,0,0,19,0,0,0,"3",1,0,1,6,7,0.585766508044564
58,4,2,16,0,1,1,"2",1,1,0,2,2,0.753048425242993
91,2,4,8,0,1,1,"5",1,0,0,12,7,0.429707254734766
77,4,2,12,0,1,1,"8",0,1,1,4,0,1.02886458377802
24,4,1,18,0,1,1,"10",1,1,1,12,11,0.481206194031463
62,0,10,9,0,1,1,"7",1,1,0,10,9,0.720619826702584
53,3,0,7,0,1,1,"4",1,1,1,4,0,1.24917291710539
77,4,2,7,0,0,0,"7",0,0,0,7,1,0.61349611670515
52,1,0,16,0,1,0,"4",1,1,0,3,8,0.630363678424582
89,4,0,17,0,1,1,"4",1,1,0,0,0,1.60410711096276
75,3,1,10,0,1,0,"10",0,0,1,2,0,1.36671602947752
25,2,0,11,0,0,0,"7",0,1,0,0,0,0.871932045679179
28,0,1,17,0,0,1,"7",0,1,1,2,2,0.650659720786148
75,3,0,5,0,0,0,"7",1,0,0,1,0,1.14644655934678
39,1,0,17,0,0,0,"7",0,1,1,0,1,0.732385162085814
23,0,0,18,0,0,0,"10",1,0,1,0,2,0.898433232983419
46,1,4,12,0,1,1,"5",1,1,0,5,1,0.549233090041643
51,3,0,18,0,1,1,"7",1,0,0,1,2,1.13721596146799
62,4,0,19,0,1,1,"3",1,0,0,0,0,0.871279093518751
64,4,5,17,0,1,1,"6",1,0,0,1,0,1.04582066999503
87,2,6,7,1,0,1,"9",0,0,0,4,11,0.448856095973018
56,2,1,17,0,1,1,"10",1,0,0,2,1,1.13076413559986
32,3,0,11,0,0,0,"4",0,0,1,0,0,1.11320554198601
28,1,0,20,0,0,0,"10",1,1,1,0,0,0.940178474027446
66,4,1,9,0,1,1,"6",0,1,1,3,0,0.744706710914993
87,0,0,12,0,1,0,"5",1,0,1,1,2,1.14428681319328
44,3,7,4,0,1,1,"9",1,1,1,9,4,0.865648106417101
78,3,0,18,0,1,1,"8",1,1,0,0,0,1.31823057610455
21,2,10,11,0,0,1,"10",0,1,1,7,10,0.718108430759176
71,0,0,7,0,1,0,"10",1,0,1,0,0,1.22412315035412
37,0,0,5,0,0,0,"10",1,0,0,1,0,0.97950025077319
17,2,12,15,0,1,1,"6",0,1,0,12,6,0.558212465279208
21,4,6,14,0,0,0,"2",1,1,1,1,1,0.395581057901399
80,0,0,10,0,1,0,"8",1,0,1,1,0,1.0984059805542
73,1,0,19,0,1,1,"7",0,0,0,0,3,1.23875522930519
19,2,0,10,0,0,1,"1",1,0,1,2,0,1.08336766566884
51,3,11,18,0,1,0,"3",0,1,0,0,0,0.833491918409405
46,0,4,16,0,0,0,"6",1,1,1,1,1,0.963676655035999
85,2,11,8,0,1,0,"9",1,1,1,7,10,0.610664121103328
88,3,0,10,0,1,1,"3",0,1,1,2,1,1.0113375578261
56,4,3,11,0,1,1,"9",0,1,1,9,6,0.676959825393175
32,0,0,6,0,0,1,"5",0,0,0,0,1,0.358651622532422
86,0,0,16,0,1,1,"8",1,0,1,1,0,0.681161482997594
84,1,0,9,0,1,0,"10",0,0,1,0,0,1.38833166337457
40,1,7,8,0,0,1,"6",0,0,1,2,4,0.610894344615354
32,1,0,9,0,0,1,"2",0,1,1,0,0,1.07603017816207
19,1,0,13,0,0,1,"9",0,1,1,1,0,1.0783566927883
66,0,1,20,0,0,1,"3",0,1,1,2,3,0.767256900973039
74,0,1,17,1,0,1,"4",0,0,1,2,2,0.983305687508329
69,2,0,20,0,1,1,"10",1,1,1,5,3,1.04207858373613
73,4,1,7,0,1,1,"8",0,1,1,3,0,1.09065004775526
39,2,1,19,0,1,1,"7",1,0,0,0,0,1.14628430622022
19,2,0,16,0,0,0,"2",1,1,1,8,8,0.849892554374728
18,4,0,12,0,0,0,"9",0,1,0,0,0,1.07821423460889
48,0,0,19,0,0,1,"5",0,0,1,0,0,1.01244568897596
24,3,0,10,0,0,0,"6",0,1,0,0,1,0.895119099842133
23,3,2,20,0,0,0,"8",0,1,1,4,1,0.638557785348051
